Review_ID,Review_Text,App_Version
206,fantastic app with loads good sellers and few sellers that wouldn't trust again after bad experience that left 15 pounds of of pocket and no refund from the seller that contacted multiple times without reply because of this I've given up amazon prime membership as amazon never stepped in to help me when I had email from evri tell me that they had lost my package 📦 love the app but this left bad taste in my mouth.,30.18.2.100
207,"I just love Amazon for a small fee a month. I get whatever I need throughout the month delivered free. They have great customer service and respectful delivery drivers. All in all, they truly are a life saver.. Thank you, Amazon",28.10.0.100
208,"annoying and confusing interface. won't let me enable dark mode, even when I do it through my device settings. pissing me off. other than that, the app is fine.",30.21.0.100
209,It's ridiculous that you search something and it'll have the name in the search box but when you actually click on it Amazon doesn't even have the product in question Also the choice you get on UK Amazon is absolutely terrible compared to US Amazon. And lately it's full of Temu products for triple the price. If I want cheap Temu I'll shop Temu. A total con.,28.10.0.100
210,"Every time I click on a google searched item, it brings me to the app, but its in spanish. All my settings say english.. incredibly frustrating.",24.14.0.100
211,Also Amazon Shopping my account have been hacked and compromised and Amazon don't correct the problem. And I really don't trust the phone call center when I call. I have no trust in Google Products . Be aware these companies don't care. They just want your money. And take don't take care of the problems. Consumer beware.,30.19.0.100
212,filter out trash sellers more often. hyper inflated prices from shops shouldn't exist.,28.18.0.100
213,It sucks compared to the old app... if I click on the drop down menus most of the time they dont open. And when they do open if I have to scroll.down they close and then I have to start over trying to get it open.,18.21.0.100
214,FRAUDULENT TRANSACTIONS. Automatically charges for unauthorized subscriptions. Automatically re-subscribes after cancellation.,22.22.0.100
215,great merchandise and timely delivery...giving 5 stars but the prices could be lower especially in these hard times,24.12.4.100
216,"The amount of Sponsored results is simply ridiculous. I'm already shopping on Amazon, what more do you want? Results for good brands are disappearing slowly and Amazon is becoming more like AliExpress.",Unknown
217,"What did you do with the ability to share the link to the product ? It is completely broken and replaced with some useless ""ask friends to vote""",26.9.0.100
218,"IS VERY GOOD, Perfect",28.21.6.100
219,Very good shopping app.,28.13.6.100
220,"I am not on an unlimited data plan. And I didn't know this shopping app consumes this much data. Yes, I may have visited the app more often for prime days, but it's now my number 1 app spending data. This would discourage me using amazon app while on mobile data.",28.13.6.100
221,Needs dark mode theme.,28.20.2.100
222,"Amazon is the most honest, reliable and patient company I have ever dealt with. They have earned my loyalty. Anytime a product is here I buy through Amazon.",26.22.0.100
223,"I love every possible shopping section on Amazon. The prices though, are outrageous, and I feel like Amazon always had a little bit cheaper prices until now but I still love shopping anyways.",24.11.0.100
224,convenient,30.21.0.100
225,Unpredictable whether you'll get free shipping or not despite being a prime subscriber. Annoying problems scrolling on the phone. Page can get stuck.,26.22.0.100
226,I like Amazon app a lot. It would also be nice to view merchandise of the seller by just tapping on seller's name.,16.21.0.100
227,"I think I'll just report my Amazon failures here daily. Today I could not purchase things because I'm in the United States and it wants to do everything in euros so I don't know how much anything cost. so again, today I can't buy anything. Amazon fails me in a different way so very very often. If it doesn't work tomorrow I'll just drive to Walmart because it's just a couple of simple items I'm trying to buy today but Amazon just does not work as good as it did 3,4 or 5 years ago. In fact",26.13.0.100
228,They put your account under submission when you pay a high amount now I can't get into mine and probably got my money stolen too,28.6.0.100
229,"Love, love, love everything about Amazon Shopping!!!! Prices are usually awesome and as a Prime member, the free shipping and service just can't be beat!!!! So happy I was able to tell Amazon people they're doing a great job and just keep on going on!!!",20.19.0.100
230,This app is very nice,Unknown
231,It really bugs me that I make a purchase and they don't actually take the money from my account until it ships just charge me when I make the purchase!!! Stop changing around the layout for the buttons annoying as hell,30.4.0.100
232,good ig,Unknown
233,good apps,30.12.2.100
234,Good to.use easy,30.22.2.100
235,I love Amazon it has every thing gud that I need all bundled up in one spot on my fone,28.11.2.100
236,"Order history only goes back 5 months. I should be able to account for every single transaction paid to Amazon, ever. Search functions terrible. No Boolean operators, Amazon and paid content prevails. It has potential. They can't even master the basics of finding the right products. Looking up ""synthetic shirts"" yeilds mostly cotton clothing.",26.11.0.100
237,forced app! wasting space,30.21.0.100
238,"I don't want your advertisement notifications. This app has all notifications in one category so that if you want to stop the advertisements, you have to stop all notifications, including delivery updates. Separate the advertisement notifications into a different category so we can turn them off without turning all other notifications off.",26.16.0.100
239,so smooth,32.1.2.100
240,I love it! very easy to use and I like being able to easily order something i bought in the past.,26.22.0.100
241,Great online shop,32.5.0.100
242,"Best place to shop, my purchases arrive on time and sometimes sooner, I am pleased with Amazon shopping.",22.6.0.100
243,so far it's good I'm a first time user,32.4.0.100
244,"Give us a Dark Mode and put the buttons that we click the most on at the bottom of the phone (like orders, etc)",28.17.0.100
245,"easy to use and even easier to cancel, edit, and do returns...and like all the memes it recommends items after I ""think"" about it but don't say it out loud haha",22.5.0.100
246,"Dont pay for prime. Waste of money. Orders will still arrive late. They dont help accurately track packages. If THEY miss the window, you can no longer track the package and just say ""if its not delivered by x date, reach out to us"", 24-48 hours after it was supposed to have arrived. Now they charge for returns which they dont verify their sellers or the products therefore they profit even when youve been scammed. Amazon is getting worse and worse, using tv subscriptions to keep ppl paying",22.22.2.100
247,easy and convenient and I like using the Amazon hub locker as a pickup point. 👍🏻,22.11.0.100
248,I like it but their servers speed for mobile is terribly slow. If they could step it up I'd give it five stars,20.9.0.100
249,"easy returns, pretty reliable service, customer service response pretty good. Not perfect but close. make sure you do reviews on Amazon. I find they help.",26.13.6.100
250,Amazon is a fraud I buy a trap for roach 🪳 name sniper I was waiting for 15 day they did not return my money back,28.9.2.100
251,App worked fine but... I kept getting random things ordered and shipped to me so I'm deleting the app,18.21.2.100
252,the worst problems with the most expensive and important products. not good at all.,30.18.2.100
253,"Amazon takes responsibility for bad shipping but NEVER does ANYTHING to compensate! 6 Items in a row now, I have had to return the item . Thinking about cancelling and shop somewhere else!",30.21.0.100
254,"Why don't you stop screwing up shipments to Puerto Rico. Whatever change you made, it's horrible.",28.5.2.100
255,"I love using Amazon for Prime and other things but give me a break go and order some actually well designed app, because the one you have right now looks like it was partaking in middle school design contest, it uncomfortable, hard to read, everything is a messy, there's nothing about intuition. Searching for anything is a hassle, while searching for something you can get results of a totally different products, make categories, advanced search filters. Even consumer profile isn't intuitive....",24.22.0.100
256,"I have 3 amazon accounts. Unfortunately i wasnt told whenever u switch phones or phone numbers apparently u have to update it on ur account BEFORE u switch, because once u switch u basically cannot log back in. I tried calling Customer service but the security questions are ridiculous 'name some devices with their serial numbers linked to ur amazon account' Who has that!? Especially if u move around every year. Now they told me I can link my previous emails aslong as i make a 4TH account.",24.18.0.100
257,"it always says error and has that dog on it, never can get it to work",Unknown
258,"This app.""SUCKS"" I keep getting phone calls and voice mails fromm amazon telling me I have an order for 1,000.00 and I tell them I don't an account and the recording says if I wish to report it press 1 or 2 and if i want to renew my account they will take 39.99 something like that last time I used my acct was in 2015. When I went to call the number that Was there they said the number in the conbonation of numbers is wrong please try again.I haven't made any orders with amozon or prime I after I",22.5.0.100
259,love this app,28.7.0.100
260,Downloaded it then deleted it...,Unknown
261,one of your delivery boy is so rude..when they delivering the order..here in palm jumerah raffles residence..they don't have Emirates id that's why guard let them in but if they cooperate with the guard it will be easy as I can talk the guard but they keep on shouting to the guard and don't cooperate..he's even telling me to go out and get the order or else he will give them back ..so rude thumbs down to tht delivery boy..,Unknown
262,"Too expensive, temu and shien is better. Good prices, fast delivery and free returns.",28.13.6.100
263,it's good. but it always miss clicks on things I don't want to look at while swiping and doesn't click on things I want to. minor inconvenience.,26.21.0.100
264,The new layout is not good I can't find nothing it's very sad u can have it temu is better!!,28.16.0.100
265,"""there was a problem"" ""Card number not correct"" it IS correct you stupid app. I added it to my wife's account and it works fine, I try to add it to mine or any other card and I get the same stupid error, and customer service is basically useless",28.21.4.100
266,Awesome,28.13.6.100
267,"Thank you amazon the deliver. I just do not understand why the deliver late. I given clear instruction to the driver, how he can make a succesfull deliver. Do not understand the people. The second driver, could do the deliver. That driver know how the customer service realy work. Thank you amazon for your hard work. Thank you again",26.13.6.100
268,"ive had my account for over 2 years. I finally decided to get a prime membership. WORST decision of my LIFE, all my lists were gone and my account looked like new. everything in my cart was gone, everything in my lists were gone. i immediately cancelled it thinking it'd put everything back. but it did not put my things back. I immediately uninstalled it. I cannot with amazon, used to be such a good app, now the search bar is at the bottom.",26.13.6.100
269,"They must be like ""oh, this chick again "" thats how much I order. cannot live without amazon, especially these days.",22.4.0.100
270,"The Amazon Shopping app is easy to navigate, fun to use, and it has many different categories to shop through. I have personally used the app for years, and have never encountered any significant issues.",24.7.0.100
271,Absolutely love the app and it's very easy to use from your phone! Use it weekly to buy tools and I love it as a contractor that they arrive to my front doorstep! And I can always find stuff cheaper than home Depot! I'd give it a 2 is because Amazon lies in their second day delivery! That was one of my favorite things as a contractor to know that my material or tools would be there the next day!!!,20.17.0.100
272,"I'm pretty disappointed on Amazon. They take way too long on delivery if you're not a prime member. Noy willing to pay the ""extra fee"" for buying with them, forget it - you'll not be treated nicely.",20.20.0.100
273,"The good: Thank you for the ""deselect"" checkbox in our cart! Outstanding idea! The bad: y'all made finding where & printing a return label unnecessarily complicated. Just got a little TINY blue hyperlink in the midst of a lot of unnecessary verbage after you select your return method.",26.23.0.100
274,Awesome 👌,28.17.0.100
275,"Efficient, friendly. Timely. Good seniors discount prime members. STOP abusing workers. Respect labor law. Earn your respect and the redirect of workers and clients. Be FAIR and observe labor law.",26.17.2.100
276,"it's great, love shopping from home, and returns are easy if needed.",32.4.0.100
277,Amazon is number 1 in terms of online business.,Unknown
278,always late,30.4.0.100
279,"You have stopped allowing real people to give product reviews on items they've purchased. More censorship by amazon. Over the past 4 years! Since May of 2021. Real people can't comment, leave a question or even answer. And the fake reviews are just getting ridiculous 🤥😒😮‍💨I'm sure some conservative options are way better. and I hate the new compare with simular.",30.18.2.100
280,شغال,28.21.2.100
281,"Pros: Best online shopping experiences since the Covid lock down (in USA). Always delivers, always on time. Have had minimal issues that were quickly resolved through the outstanding customer service representatives. Cons: Need to shop wisely when searching for products. They must be fair and reasonably priced. Some sellers are selling same items at highly inflated prices. Have to check ratings, feed back, and photos to determine if the item is as described and what you're looking for.",26.23.2.100
282,"Everything Amazon is poor, from delivery times and driver drop off errors, to the dire Amazon glitchy music playlists the list goes on..... And the prices keep soaring for inferior service.. Amazon 5-6 years ago was GREAT!",28.7.0.100
283,Love this app. A few hiccups but none compare to the timely deliveries and item accuracy on my orders,22.9.0.100
284,"Exceptional,now we don't need to venture out into that cold ,flu,COVID and diseased community where everybody has to go to work sick because it's hard to make ends meet.",28.10.0.100
285,I love shopping on Amazon! Fast shipping and they always seem to have what I need!♥️♥️,26.13.6.100
286,Exceptional. Returns are easy and quick. Selection and prices are good.,18.11.0.100
287,Rubbish since last update. Now when I search deals I don't see any pictures. They sometimes flash up but not long enough to see any detail,20.21.0.100
288,Can't find my lists anymore! I can still add stuff to the lists but I just can't find said lists!!,Unknown
289,easy to navigage and alot of options,Unknown
290,Poor customer service,Unknown
291,wont update,28.21.6.100
292,good,30.18.2.100
293,"Most recent update doesn't allow me to pick how many items I want to buy.. I'm trying to buy two packs of razors, but I can't press on the number 2.",20.21.0.100
294,Love Amazon shopping. Frustrated with shipping. Can't seem to find my door. And app doesn't give me enough leeway to explain it for future reference.,Unknown
295,Why remove cod? I can't order because i don't have those payment method that you want.,28.12.0.100
296,👍 great,28.12.0.100
297,Cant cancel orders. Had to pick up package. Sellers are in another country but amazon dont tell you. Buy elsewhere!!,18.21.0.100
298,"new UI is annoying, it's such a puts to get to orders to see where stuff is, why is that multiple clicks deep",30.9.0.100
299,"Good app, wish they had a tabbed style interface which would make it easier to compare",22.5.0.100
300,I hate this app 😒 it seems like everytime I try to order for same day delivery it wants change time like lyft and says its avaliable tomorrow. I hate that each time I buy something important for my house which is sometimes not in a Walmart or a target and they change the delivery date as soon as you order something. Fix your trashy app or refund me all the money I spent with Amazon!,26.12.0.100
